Hospital_ID,District_ID,Instrument_ID,Annual_Projected_Revenue
Hospital 1593,District 39,Instrument 3,12112
Hospital 1595,District 20,Instrument 5,3726
Hospital 1595,District 32,Instrument 2,8165
Hospital 1595,District 32,Instrument 3,4478
Hospital 1595,District 32,Instrument 5,4650
Hospital 1595,District 32,Instrument 7,2024
Hospital 1596,District 8,Instrument 3,5070
Hospital 1596,District 8,Instrument 8,469733
Hospital 1597,District 8,Instrument 2,15000
Hospital 1597,District 8,Instrument 3,4800
Hospital 16,District 19,Instrument 5,24996
Hospital 16,District 39,Instrument 3,3075
Hospital 1600,District 13,Instrument 13,1861
Hospital 1602,District 13,Instrument 7,11397
Hospital 1602,District 20,Instrument 4,600
Hospital 1602,District 28,Instrument 8,19862
Hospital 1602,District 29,Instrument 7,6661
Hospital 1602,District 39,Instrument 3,1616
Hospital 1602,District 39,Instrument 8,533
Hospital 1602,District 44,Instrument 8,35521
Hospital 1602,District 50,Instrument 8,19862
Hospital 161,District 13,Instrument 5,75000
Hospital 161,District 13,Instrument 7,6000
Hospital 162,District 20,Instrument 4,7062
Hospital 162,District 39,Instrument 3,2643
Hospital 162,District 48,Instrument 5,28446
Hospital 162,District 48,Instrument 7,5400
Hospital 162,District 50,Instrument 3,63500
Hospital 163,District 12,Instrument 7,76375
Hospital 163,District 13,Instrument 7,8673
Hospital 163,District 15,Instrument 4,192
Hospital 163,District 20,Instrument 5,6762
Hospital 163,District 28,Instrument 3,120
Hospital 163,District 28,Instrument 4,270
Hospital 163,District 50,Instrument 4,114459
Hospital 165,District 20,Instrument 5,11040
Hospital 166,District 20,Instrument 13,6300
Hospital 168,District 41,Instrument 7,9600
Hospital 169,District 39,Instrument 3,2022
Hospital 169,District 50,Instrument 13,16143
Hospital 169,District 50,Instrument 20,599520
Hospital 169,District 50,Instrument 4,513756
Hospital 169,District 50,Instrument 8,7062
Hospital 17,District 20,Instrument 13,3825
Hospital 17,District 41,Instrument 7,4124
Hospital 171,District 48,Instrument 5,43812
Hospital 171,District 48,Instrument 7,923004
Hospital 172,District 20,Instrument 4,3300
Hospital 172,District 41,Instrument 4,360
Hospital 172,District 8,Instrument 3,469
Hospital 172,District 8,Instrument 4,1761
Hospital 173,District 13,Instrument 5,22800
Hospital 173,District 18,Instrument 5,1993
Hospital 173,District 39,Instrument 7,11437
Hospital 174,District 39,Instrument 3,5621
Hospital 176,District 20,Instrument 2,19584
Hospital 176,District 20,Instrument 3,7020
Hospital 176,District 41,Instrument 13,208140
Hospital 176,District 41,Instrument 18,199998
Hospital 176,District 41,Instrument 7,42000
Hospital 177,District 32,Instrument 13,59280
Hospital 179,District 39,Instrument 7,61263
Hospital 179,District 50,Instrument 4,10376
Hospital 18,District 20,Instrument 2,1552
Hospital 18,District 39,Instrument 3,3476
Hospital 180,District 18,Instrument 7,7119
Hospital 180,District 20,Instrument 5,4140
Hospital 181,District 12,Instrument 4,57480
Hospital 181,District 20,Instrument 4,53280
Hospital 181,District 39,Instrument 3,247965
Hospital 181,District 41,Instrument 5,12750
Hospital 181,District 50,Instrument 4,27360
Hospital 181,District 8,Instrument 4,6000
Hospital 184,District 39,Instrument 3,3409
Hospital 185,District 13,Instrument 7,2874
Hospital 186,District 12,Instrument 4,17712
Hospital 186,District 19,Instrument 3,600
Hospital 186,District 19,Instrument 4,780
Hospital 186,District 20,Instrument 4,17778
Hospital 186,District 30,Instrument 2,10500
Hospital 186,District 4,Instrument 3,17064
Hospital 186,District 4,Instrument 4,117144
Hospital 186,District 41,Instrument 4,42528
Hospital 186,District 41,Instrument 7,9000
Hospital 186,District 43,Instrument 2,18000
Hospital 186,District 44,Instrument 4,132930
Hospital 186,District 48,Instrument 4,10560
Hospital 186,District 50,Instrument 4,27240
Hospital 186,District 7,Instrument 2,15540
Hospital 187,District 20,Instrument 5,240120
Hospital 189,District 20,Instrument 5,102000
Hospital 189,District 48,Instrument 2,6900
Hospital 189,District 50,Instrument 4,58869
Hospital 189,District 50,Instrument 5,31111
Hospital 189,District 53,Instrument 8,2785455
Hospital 19,District 13,Instrument 7,619425
Hospital 19,District 20,Instrument 5,1518
Hospital 19,District 41,Instrument 4,3720
Hospital 19,District 41,Instrument 7,92250
Hospital 19,District 50,Instrument 4,2100
Hospital 190,District 19,Instrument 3,24416
Hospital 190,District 19,Instrument 4,800
Hospital 190,District 20,Instrument 4,68949
Hospital 190,District 50,Instrument 5,140420
Hospital 190,District 50,Instrument 7,2898
Hospital 191,District 20,Instrument 13,1875
Hospital 191,District 48,Instrument 5,250002
Hospital 192,District 28,Instrument 7,24728
Hospital 192,District 34,Instrument 13,721
Hospital 193,District 13,Instrument 7,6493
Hospital 194,District 20,Instrument 4,180
Hospital 194,District 39,Instrument 3,14908
Hospital 198,District 13,Instrument 19,29046
Hospital 198,District 13,Instrument 7,474
Hospital 198,District 20,Instrument 5,18216
Hospital 199,District 13,Instrument 2,45360
Hospital 199,District 13,Instrument 7,48405
Hospital 199,District 50,Instrument 4,2963
Hospital 20,District 19,Instrument 2,7560
Hospital 20,District 19,Instrument 3,2160
Hospital 20,District 30,Instrument 3,495
Hospital 20,District 43,Instrument 3,2475
Hospital 20,District 50,Instrument 4,11879
Hospital 20,District 8,Instrument 2,18432
Hospital 20,District 8,Instrument 3,7248
Hospital 20,District 8,Instrument 8,3255
Hospital 20,District 9,Instrument 2,16200
Hospital 20,District 9,Instrument 3,1050
Hospital 200,District 13,Instrument 7,162
Hospital 200,District 16,Instrument 3,1800
Hospital 200,District 20,Instrument 5,11178
Hospital 201,District 13,Instrument 7,150028
Hospital 201,District 41,Instrument 4,3660
Hospital 201,District 50,Instrument 4,635
Hospital 201,District 8,Instrument 3,1500
Hospital 201,District 8,Instrument 5,1500
Hospital 201,District 8,Instrument 7,5550
Hospital 201,No District Available,Instrument 19,9749
Hospital 205,District 10,Instrument 8,2339
Hospital 205,District 21,Instrument 2,3000
Hospital 205,District 21,Instrument 3,3000
Hospital 206,District 27,Instrument 2,476190
Hospital 206,District 39,Instrument 7,1744
Hospital 208,District 13,Instrument 13,446
Hospital 208,District 13,Instrument 7,99042
Hospital 208,District 19,Instrument 2,25560
Hospital 208,District 20,Instrument 5,600
Hospital 208,District 39,Instrument 3,23899
Hospital 208,District 41,Instrument 7,2016
Hospital 208,District 50,Instrument 4,5520
Hospital 208,District 50,Instrument 5,31800
Hospital 208,District 50,Instrument 7,6930
Hospital 211,District 13,Instrument 7,263410
Hospital 211,District 39,Instrument 3,1415
Hospital 211,District 48,Instrument 7,26534
Hospital 212,District 29,Instrument 13,9167
Hospital 212,District 29,Instrument 7,32238
Hospital 213,District 19,Instrument 3,6462
Hospital 213,District 19,Instrument 4,9113
Hospital 214,District 13,Instrument 7,300
Hospital 214,District 20,Instrument 4,104550
Hospital 214,District 20,Instrument 5,230286
Hospital 214,District 39,Instrument 3,358
Hospital 214,No District Available,Instrument 8,874200
Hospital 215,District 13,Instrument 7,2349
Hospital 215,District 16,Instrument 4,37116
Hospital 215,District 20,Instrument 4,317880
Hospital 215,District 28,Instrument 7,5812
Hospital 215,District 4,Instrument 3,240000
Hospital 215,District 4,Instrument 4,420000
Hospital 215,District 41,Instrument 4,145200
Hospital 215,District 41,Instrument 7,912
Hospital 217,District 13,Instrument 7,240
Hospital 217,District 32,Instrument 7,2400
Hospital 217,District 39,Instrument 3,210
Hospital 217,District 41,Instrument 4,35265
Hospital 217,District 41,Instrument 7,5124
Hospital 218,District 20,Instrument 4,2808
Hospital 218,District 41,Instrument 4,1275
Hospital 219,District 50,Instrument 4,2531
Hospital 220,District 13,Instrument 7,39522
Hospital 220,District 50,Instrument 4,6015
Hospital 220,District 8,Instrument 3,81231
Hospital 220,District 8,Instrument 4,215
Hospital 220,District 8,Instrument 5,6955
Hospital 220,District 8,Instrument 7,2160
Hospital 221,District 20,Instrument 5,1380
Hospital 221,District 41,Instrument 4,4860
Hospital 222,District 20,Instrument 2,660
Hospital 222,District 20,Instrument 3,180
Hospital 225,District 13,Instrument 18,3690639
Hospital 225,District 13,Instrument 7,88256
Hospital 225,District 39,Instrument 3,25815
Hospital 225,District 48,Instrument 5,4980
Hospital 225,District 50,Instrument 4,1440
Hospital 226,District 13,Instrument 7,19140
Hospital 226,District 28,Instrument 3,19530
Hospital 227,District 13,Instrument 2,158400
Hospital 227,District 13,Instrument 7,600
Hospital 227,District 19,Instrument 3,29550
Hospital 227,District 20,Instrument 13,6208
Hospital 227,District 39,Instrument 3,407
Hospital 227,District 4,Instrument 2,71808
Hospital 227,District 4,Instrument 3,65280
Hospital 227,District 8,Instrument 3,3240
Hospital 227,No District Available,Instrument 8,1779266
Hospital 228,District 10,Instrument 8,1754
Hospital 228,District 2,Instrument 19,44695
Hospital 228,District 39,Instrument 3,3352
Hospital 228,District 41,Instrument 4,2484
Hospital 228,District 50,Instrument 13,886200
Hospital 229,District 20,Instrument 4,9540
Hospital 229,District 20,Instrument 7,234
Hospital 229,District 34,Instrument 4,240
Hospital 229,District 50,Instrument 4,26667
Hospital 230,District 13,Instrument 5,38400
Hospital 230,District 13,Instrument 7,47400
Hospital 230,District 29,Instrument 7,43700
Hospital 230,District 50,Instrument 20,7800
Hospital 232,District 20,Instrument 5,276
Hospital 232,District 28,Instrument 19,468
Hospital 232,District 28,Instrument 5,7139
Hospital 232,District 39,Instrument 3,4220
Hospital 232,District 8,Instrument 3,10260
Hospital 232,District 8,Instrument 4,4460
Hospital 232,District 8,Instrument 5,378
Hospital 232,District 8,Instrument 7,26662
Hospital 234,District 12,Instrument 4,92406
Hospital 234,District 28,Instrument 3,7818
Hospital 235,District 13,Instrument 7,168
Hospital 235,District 8,Instrument 3,264
Hospital 235,District 8,Instrument 4,994
Hospital 235,District 8,Instrument 5,1518
Hospital 235,District 8,Instrument 7,2520
Hospital 236,District 20,Instrument 13,938
Hospital 236,District 39,Instrument 3,32380
Hospital 236,District 8,Instrument 3,900
Hospital 237,District 13,Instrument 3,104049
Hospital 238,District 10,Instrument 8,1920
Hospital 238,District 20,Instrument 13,7399
Hospital 24,District 20,Instrument 13,37403
Hospital 24,District 20,Instrument 5,4850
Hospital 242,District 8,Instrument 3,2015
Hospital 242,District 8,Instrument 4,3840
Hospital 242,District 8,Instrument 5,4741
Hospital 242,District 8,Instrument 7,3793
Hospital 243,District 48,Instrument 5,1032
Hospital 245,District 39,Instrument 3,121171
Hospital 245,District 39,Instrument 7,99998
Hospital 245,District 50,Instrument 4,5379
Hospital 246,District 8,Instrument 8,404
Hospital 249,District 34,Instrument 3,1686
Hospital 25,District 15,Instrument 4,2700
Hospital 25,District 16,Instrument 7,22082
Hospital 25,District 20,Instrument 4,16290
Hospital 25,District 20,Instrument 5,17240
Hospital 25,District 53,Instrument 2,217200
Hospital 25,District 53,Instrument 3,45600
Hospital 25,District 53,Instrument 4,621360
Hospital 25,District 53,Instrument 5,187470
Hospital 25,District 8,Instrument 3,1500
Hospital 25,District 8,Instrument 4,600
Hospital 25,District 8,Instrument 7,2640
Hospital 251,District 39,Instrument 7,27385
Hospital 251,District 41,Instrument 4,36186
Hospital 251,District 41,Instrument 7,45602
Hospital 253,District 13,Instrument 7,39384
Hospital 253,District 48,Instrument 7,1216763
Hospital 254,District 41,Instrument 7,250
Hospital 255,District 20,Instrument 4,3000
Hospital 255,District 20,Instrument 5,108000
Hospital 255,District 8,Instrument 3,10969
Hospital 255,District 8,Instrument 7,4404
Hospital 255,No District Available,Instrument 13,5387
Hospital 257,District 13,Instrument 7,3801137
Hospital 258,District 15,Instrument 2,4800
Hospital 259,District 18,Instrument 7,2297
Hospital 259,District 19,Instrument 3,2400
Hospital 259,District 19,Instrument 4,900
Hospital 259,District 19,Instrument 5,24997
Hospital 259,District 20,Instrument 4,19932
Hospital 259,District 41,Instrument 4,1800
Hospital 259,District 50,Instrument 4,47789
Hospital 259,District 8,Instrument 3,9357
Hospital 259,District 8,Instrument 4,2100
Hospital 259,District 8,Instrument 5,9950
Hospital 259,District 8,Instrument 7,2559
Hospital 26,District 13,Instrument 4,720
Hospital 26,District 18,Instrument 5,753
Hospital 26,District 20,Instrument 4,1200
Hospital 26,District 20,Instrument 5,29070
Hospital 26,District 44,Instrument 4,9000
Hospital 26,District 44,Instrument 5,24960
Hospital 26,District 50,Instrument 4,9122
Hospital 26,District 50,Instrument 5,63600
Hospital 260,District 41,Instrument 7,6000
Hospital 262,District 20,Instrument 4,32044
Hospital 262,District 50,Instrument 4,195410
Hospital 265,District 12,Instrument 3,2430
Hospital 265,District 20,Instrument 4,32520
Hospital 265,District 20,Instrument 5,33375
Hospital 265,District 4,Instrument 2,16620
Hospital 265,District 4,Instrument 3,12498
Hospital 265,District 4,Instrument 4,1326
Hospital 265,District 41,Instrument 4,19728
Hospital 266,District 13,Instrument 7,1284
Hospital 266,District 4,Instrument 3,50328
Hospital 266,District 50,Instrument 5,79901
Hospital 266,District 50,Instrument 7,13226
Hospital 267,District 20,Instrument 4,149400
Hospital 267,District 20,Instrument 5,107940
Hospital 27,District 12,Instrument 3,5206
Hospital 271,District 13,Instrument 7,2257
Hospital 271,District 20,Instrument 4,1548
Hospital 271,District 39,Instrument 3,21102
Hospital 271,District 41,Instrument 4,17100
Hospital 271,District 44,Instrument 4,15840
Hospital 272,District 17,Instrument 2,478
Hospital 272,District 20,Instrument 5,414
Hospital 275,District 13,Instrument 7,714
Hospital 275,District 15,Instrument 3,35856
Hospital 275,District 5,Instrument 2,36000
Hospital 275,District 9,Instrument 7,63774
Hospital 276,District 12,Instrument 4,54180
Hospital 276,District 13,Instrument 7,9144
Hospital 276,District 19,Instrument 3,360
Hospital 276,District 19,Instrument 4,1920
Hospital 276,District 39,Instrument 3,532
Hospital 276,District 4,Instrument 3,5460
Hospital 276,District 4,Instrument 4,7644
Hospital 276,District 41,Instrument 4,540
Hospital 276,District 41,Instrument 7,4599
Hospital 277,District 20,Instrument 5,42780
Hospital 277,District 32,Instrument 7,204
Hospital 278,District 20,Instrument 5,2622
Hospital 278,District 41,Instrument 7,3600
Hospital 279,District 12,Instrument 7,22176
Hospital 28,District 15,Instrument 3,3600
Hospital 28,District 17,Instrument 13,24208
Hospital 28,District 32,Instrument 7,23220
Hospital 28,District 41,Instrument 4,2790
Hospital 280,District 13,Instrument 2,359640
Hospital 280,District 39,Instrument 3,1105
Hospital 282,District 15,Instrument 2,240
Hospital 283,District 13,Instrument 7,11412
Hospital 283,District 20,Instrument 4,6000
Hospital 283,District 20,Instrument 5,20988
Hospital 283,District 32,Instrument 7,1710
Hospital 283,District 39,Instrument 3,2677
Hospital 283,District 50,Instrument 4,17881
Hospital 284,District 13,Instrument 5,70920
Hospital 285,District 2,Instrument 2,157959
Hospital 285,District 2,Instrument 3,115249
Hospital 285,District 41,Instrument 7,234
Hospital 285,District 8,Instrument 3,11520
Hospital 286,District 20,Instrument 5,10212
Hospital 289,District 12,Instrument 4,153564
Hospital 289,District 41,Instrument 13,1170
