Hospital_ID,District_ID,Hospital_employees
Hospital 678,District 41,110
Hospital 678,District 43,5
Hospital 678,District 44,50
Hospital 678,District 53,37
Hospital 678,District 6,7
Hospital 678,District 8,27
Hospital 678,District 9,8
Hospital 679,District 12,33
Hospital 679,District 13,277
Hospital 679,District 16,18
Hospital 679,District 17,1
Hospital 679,District 18,3954
Hospital 679,District 2,137
Hospital 679,District 20,3
Hospital 679,District 25,117
Hospital 679,District 28,33
Hospital 679,District 29,16
Hospital 679,District 3,1
Hospital 679,District 30,144
Hospital 679,District 31,43
Hospital 679,District 34,2
Hospital 679,District 35,2
Hospital 679,District 37,145
Hospital 679,District 39,38
Hospital 679,District 4,21
Hospital 679,District 41,3
Hospital 679,District 43,190
Hospital 679,District 44,4
Hospital 679,District 53,1747
Hospital 679,District 6,35
Hospital 679,District 8,9
Hospital 68,District 10,4
Hospital 68,District 10,4
Hospital 68,District 12,92
Hospital 68,District 13,36
Hospital 68,District 16,28
Hospital 68,District 18,67
Hospital 68,District 19,840
Hospital 68,District 19,840
Hospital 68,District 2,46
Hospital 68,District 20,94
Hospital 68,District 25,7
Hospital 68,District 28,13
Hospital 68,District 29,3
Hospital 68,District 3,6
Hospital 68,District 30,71
Hospital 68,District 31,2
Hospital 68,District 35,2
Hospital 68,District 37,25
Hospital 68,District 4,10
Hospital 68,District 40,54
Hospital 68,District 40,54
Hospital 68,District 41,16
Hospital 68,District 43,1
Hospital 68,District 44,3
Hospital 68,District 45,10
Hospital 68,District 45,10
Hospital 68,District 46,7
Hospital 68,District 48,2
Hospital 68,District 53,3252
Hospital 68,District 6,2
Hospital 68,District 9,4
Hospital 680,District 13,5438
Hospital 680,District 16,96
Hospital 680,District 17,63
Hospital 680,District 19,15
Hospital 680,District 19,15
Hospital 680,District 2,273
Hospital 680,District 20,238
Hospital 680,District 23,44
Hospital 680,District 25,93
Hospital 680,District 28,216
Hospital 680,District 3,67
Hospital 680,District 30,52
Hospital 680,District 35,25
Hospital 680,District 39,89
Hospital 680,District 4,9
Hospital 680,District 40,41
Hospital 680,District 40,41
Hospital 680,District 41,3
Hospital 680,District 43,113
Hospital 680,District 44,189
Hospital 680,District 45,19
Hospital 680,District 45,19
Hospital 680,District 48,69
Hospital 680,District 49,40
Hospital 680,District 5,46
Hospital 680,District 53,220
Hospital 680,District 6,16
Hospital 680,District 8,6
Hospital 681,District 12,3
Hospital 681,District 13,538
Hospital 681,District 16,7
Hospital 681,District 17,8
Hospital 681,District 18,617
Hospital 681,District 19,1
Hospital 681,District 19,1
Hospital 681,District 2,872
Hospital 681,District 23,14
Hospital 681,District 25,1004
Hospital 681,District 26,18
Hospital 681,District 28,471
Hospital 681,District 30,442
Hospital 681,District 34,215
Hospital 681,District 35,287
Hospital 681,District 37,64
Hospital 681,District 4,333
Hospital 681,District 41,112
Hospital 681,District 43,192
Hospital 681,District 44,13
Hospital 681,District 48,3
Hospital 681,District 49,17
Hospital 681,District 53,13880
Hospital 681,District 6,566
Hospital 681,District 8,268
Hospital 681,District 9,79
Hospital 682,District 12,88
Hospital 682,District 13,3055
Hospital 682,District 16,57
Hospital 682,District 17,14
Hospital 682,District 2,6
Hospital 682,District 20,1
Hospital 682,District 21,37
Hospital 682,District 25,132
Hospital 682,District 28,15
Hospital 682,District 29,25
Hospital 682,District 3,11
Hospital 682,District 35,47
Hospital 682,District 39,25
Hospital 682,District 4,5
Hospital 682,District 40,39
Hospital 682,District 40,39
Hospital 682,District 44,208
Hospital 682,District 45,73
Hospital 682,District 45,73
Hospital 682,District 48,15
Hospital 682,District 53,1435
Hospital 682,District 6,327
Hospital 682,District 8,25
Hospital 683,District 10,1251
Hospital 683,District 12,1918
Hospital 683,District 13,97
Hospital 683,District 15,801
Hospital 683,District 16,30
Hospital 683,District 17,268
Hospital 683,District 19,82
Hospital 683,District 2,5
Hospital 683,District 20,850
Hospital 683,District 28,4226
Hospital 683,District 29,119
Hospital 683,District 3,935
Hospital 683,District 32,695
Hospital 683,District 34,96
Hospital 683,District 35,538
Hospital 683,District 36,39
Hospital 683,District 37,113
Hospital 683,District 39,99
Hospital 683,District 40,44
Hospital 683,District 41,1409
Hospital 683,District 43,1
Hospital 683,District 44,1
Hospital 683,District 44,1835
Hospital 683,District 45,1
Hospital 683,District 5,213
Hospital 683,District 53,220
Hospital 683,District 8,362
Hospital 684,District 12,44
Hospital 684,District 13,6442
Hospital 684,District 15,3
Hospital 684,District 17,8
Hospital 684,District 18,116
Hospital 684,District 19,10
Hospital 684,District 19,10
Hospital 684,District 2,43
Hospital 684,District 20,25
Hospital 684,District 28,43
Hospital 684,District 29,34
Hospital 684,District 3,206
Hospital 684,District 30,1
Hospital 684,District 31,12
Hospital 684,District 34,547
Hospital 684,District 35,15
Hospital 684,District 37,1
Hospital 684,District 38,2117
Hospital 684,District 39,4
Hospital 684,District 4,9
Hospital 684,District 40,8
Hospital 684,District 40,8
Hospital 684,District 41,70
Hospital 684,District 44,5
Hospital 684,District 48,9
Hospital 684,District 53,618
Hospital 684,District 8,618
Hospital 684,District 9,45
Hospital 686,District 12,10
Hospital 686,District 13,1302
Hospital 686,District 14,13
Hospital 686,District 16,64
Hospital 686,District 17,18
Hospital 686,District 21,279
Hospital 686,District 28,1
Hospital 686,District 29,36
Hospital 686,District 3,10
Hospital 686,District 33,51
Hospital 686,District 34,2
Hospital 686,District 35,178
Hospital 686,District 37,6
Hospital 686,District 4,2
Hospital 686,District 40,18
Hospital 686,District 40,18
Hospital 686,District 41,164
Hospital 686,District 45,89
Hospital 686,District 45,89
Hospital 686,District 48,70
Hospital 686,District 49,50
Hospital 686,District 53,350
Hospital 686,District 6,65
Hospital 686,District 8,93
Hospital 686,District 9,4
Hospital 687,District 12,14
Hospital 687,District 13,252
Hospital 687,District 20,19
Hospital 687,District 20,270
Hospital 687,District 23,1
Hospital 687,District 3,338
Hospital 687,District 4,60
Hospital 687,District 41,534
Hospital 687,District 44,1767
Hospital 687,District 48,1
Hospital 687,District 53,2
Hospital 688,District 13,25
Hospital 688,District 16,5
Hospital 688,District 19,43
Hospital 688,District 2,6
Hospital 688,District 23,69
Hospital 688,District 37,1
Hospital 689,District 13,25
Hospital 689,District 16,5
Hospital 689,District 19,43
Hospital 689,District 2,6
Hospital 689,District 23,69
Hospital 689,District 37,1
Hospital 69,District 20,557
Hospital 69,District 44,2
Hospital 690,District 10,624
Hospital 690,District 10,624
Hospital 690,District 13,5566
Hospital 690,District 15,103
Hospital 690,District 16,50
Hospital 690,District 17,324
Hospital 690,District 18,375
Hospital 690,District 19,36
Hospital 690,District 19,36
Hospital 690,District 20,575
Hospital 690,District 23,2
Hospital 690,District 25,217
Hospital 690,District 28,195
Hospital 690,District 29,87
Hospital 690,District 3,5
Hospital 690,District 30,6
Hospital 690,District 31,56
Hospital 690,District 32,50
Hospital 690,District 35,1543
Hospital 690,District 37,52
Hospital 690,District 38,183
Hospital 690,District 39,43
Hospital 690,District 4,51
Hospital 690,District 40,285
Hospital 690,District 40,285
Hospital 690,District 41,1095
Hospital 690,District 43,4
Hospital 690,District 44,99
Hospital 690,District 45,20
Hospital 690,District 45,20
Hospital 690,District 46,302
Hospital 690,District 48,156
Hospital 690,District 5,37
Hospital 690,District 53,2968
Hospital 690,District 6,113
Hospital 690,District 8,125
Hospital 690,District 9,7
Hospital 691,District 12,252
Hospital 691,District 13,609
Hospital 691,District 19,31
Hospital 691,District 19,31
Hospital 691,District 20,145
Hospital 691,District 28,50
Hospital 691,District 3,75
Hospital 691,District 32,6
Hospital 691,District 4,85
Hospital 691,District 41,159
Hospital 691,District 44,1947
Hospital 691,District 53,3543
Hospital 691,District 6,492
Hospital 691,District 8,107
Hospital 692,District 12,55
Hospital 692,District 12,55
Hospital 692,District 13,1186
Hospital 692,District 13,1186
Hospital 692,District 15,1
Hospital 692,District 15,1
Hospital 692,District 16,78
Hospital 692,District 16,78
Hospital 692,District 17,5
Hospital 692,District 17,5
Hospital 692,District 19,4
Hospital 692,District 19,4
Hospital 692,District 2,26
Hospital 692,District 2,26
Hospital 692,District 20,28
Hospital 692,District 20,28
Hospital 692,District 28,3
Hospital 692,District 28,3
Hospital 692,District 3,3
Hospital 692,District 3,3
Hospital 692,District 30,1
Hospital 692,District 30,1
Hospital 692,District 31,39
Hospital 692,District 31,39
Hospital 692,District 32,2
Hospital 692,District 32,2
Hospital 692,District 34,12
Hospital 692,District 34,12
Hospital 692,District 35,69
Hospital 692,District 35,69
Hospital 692,District 37,122
Hospital 692,District 37,122
Hospital 692,District 39,185
Hospital 692,District 39,185
Hospital 692,District 4,3
Hospital 692,District 4,3
Hospital 692,District 40,45
Hospital 692,District 40,45
Hospital 692,District 41,16
Hospital 692,District 41,16
Hospital 692,District 43,3
Hospital 692,District 43,3
Hospital 692,District 44,55
Hospital 692,District 44,55
Hospital 692,District 45,19
Hospital 692,District 45,19
Hospital 692,District 46,3
Hospital 692,District 46,3
Hospital 692,District 48,10
Hospital 692,District 48,10
Hospital 692,District 49,4
Hospital 692,District 49,4
Hospital 692,District 53,1814
Hospital 692,District 53,1814
Hospital 692,District 6,1
Hospital 692,District 6,1
Hospital 692,District 8,2
Hospital 692,District 8,2
Hospital 693,District 12,2573
Hospital 693,District 13,32
Hospital 693,District 16,57
Hospital 693,District 18,6
Hospital 693,District 20,126
Hospital 693,District 25,1
Hospital 693,District 3,18
Hospital 693,District 30,39
Hospital 693,District 32,4
Hospital 693,District 37,26
Hospital 693,District 40,4
Hospital 693,District 40,4
Hospital 693,District 41,35
Hospital 693,District 44,72
Hospital 693,District 45,28
Hospital 693,District 45,28
Hospital 693,District 48,2
Hospital 693,District 53,254
Hospital 693,District 6,5
Hospital 693,District 8,6
Hospital 694,District 10,3
Hospital 694,District 11,3
Hospital 694,District 12,621
Hospital 694,District 13,2332
Hospital 694,District 16,3
Hospital 694,District 18,41
Hospital 694,District 21,8
Hospital 694,District 26,6
Hospital 694,District 29,239
Hospital 694,District 31,9
Hospital 694,District 33,60
Hospital 694,District 34,3
Hospital 694,District 37,4
Hospital 694,District 40,3
Hospital 694,District 41,2
Hospital 694,District 48,27
Hospital 694,District 49,2
Hospital 694,District 53,17328
Hospital 694,District 6,187
Hospital 695,District 2,11
Hospital 695,District 30,8
Hospital 695,District 37,7
Hospital 695,District 44,3
Hospital 695,District 53,4756
Hospital 696,District 1,50
Hospital 696,District 10,33
Hospital 696,District 10,33
Hospital 696,District 12,1209
Hospital 696,District 13,243
Hospital 696,District 13,1932
Hospital 696,District 15,1250
Hospital 696,District 16,835
Hospital 696,District 17,400
Hospital 696,District 18,14920
Hospital 696,District 18,2194
Hospital 696,District 19,530
Hospital 696,District 19,530
Hospital 696,District 2,1388
Hospital 696,District 2,1257
Hospital 696,District 20,2517
Hospital 696,District 23,41
Hospital 696,District 24,96
Hospital 696,District 25,271
Hospital 696,District 26,19
Hospital 696,District 28,5258
Hospital 696,District 29,335
Hospital 696,District 3,368
Hospital 696,District 30,162
Hospital 696,District 31,4726
Hospital 696,District 32,238
Hospital 696,District 34,872
Hospital 696,District 35,1288
Hospital 696,District 37,4106
Hospital 696,District 38,17
Hospital 696,District 39,26
Hospital 696,District 4,14
Hospital 696,District 4,2922
Hospital 696,District 40,525
Hospital 696,District 40,525
Hospital 696,District 41,4282
Hospital 696,District 42,75
Hospital 696,District 43,2
Hospital 696,District 43,354
Hospital 696,District 44,8
Hospital 696,District 44,801
Hospital 696,District 45,331
Hospital 696,District 45,331
Hospital 696,District 46,317
Hospital 696,District 48,1291
Hospital 696,District 5,1374
Hospital 696,District 53,1413
Hospital 696,District 53,86301
Hospital 696,District 6,338
Hospital 696,District 6,961
Hospital 696,District 8,356
Hospital 696,District 9,181
Hospital 697,District 18,7
Hospital 697,District 28,5653
Hospital 697,District 53,4745
Hospital 698,District 2,126
Hospital 698,District 25,38
Hospital 698,District 42,3
Hospital 698,District 49,3
Hospital 698,District 53,5035
Hospital 698,District 6,21
Hospital 699,District 1,16
Hospital 699,District 12,692
Hospital 699,District 13,1994
Hospital 699,District 15,41
Hospital 699,District 16,34
Hospital 699,District 17,111
Hospital 699,District 18,154
Hospital 699,District 19,25
Hospital 699,District 2,391
Hospital 699,District 20,502
Hospital 699,District 23,18
Hospital 699,District 25,210
Hospital 699,District 28,95
Hospital 699,District 29,46
Hospital 699,District 3,432
Hospital 699,District 31,109
Hospital 699,District 32,40
Hospital 699,District 33,21
Hospital 699,District 34,107
Hospital 699,District 35,195
Hospital 699,District 36,32
Hospital 699,District 37,6
Hospital 699,District 38,9
Hospital 699,District 4,169
Hospital 699,District 41,212
Hospital 699,District 43,271
Hospital 699,District 44,415
Hospital 699,District 45,229
Hospital 699,District 46,70
